user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Pamela Pasiola 👽🔺,"San Jose Del Monte, Central Lu","my one and only account ♥️6️⃣5️⃣🎹
#iamcryptonning #CashBroArmy
#flurarmy #flurdaily #ILYAngeLQueeN #AshArmy✊
my paypal acc
https://t.co/k9ENIF9o0z",2021-02-04 02:28:07+00:00,276.0,5001,9264,False,2021-11-14 12:49:17+00:00,"Hello everyone! 🤗 #Demeter land sale has launched! They are selling CBK land purchasable with their #stablecoin $DUSD!This will ends on Nov 18th at 12:00(UTC). Don't miss out!! Grab now!! ☺️😉
https://t.co/cjyCISa2KL

#CryptoBlades #Metaverse #Crypto #NFTgame #P2EGAMING #DMT https://t.co/jPrfZ1aSAJ","['Demeter', 'stablecoin']",Twitter for Android,False
Solamids,Solana Metaverse,"4941 Solamids destined for Metaverse waiting for their owners.

Discord: https://t.co/ICPU4cECBe
Medium: https://t.co/WYrKaQLhC8",2021-11-09 17:02:45+00:00,4319.0,13,3,False,2021-11-14 12:47:57+00:00,"Earning passive income from your property in #Metaverse...? It is coming...

#nft #solana #nftcollector","['Metaverse', 'nft', 'solana', 'nftcollector']",Twitter Web App,False
Project Number,Opensea,Project Number NFTs generated using PNG 24 bit with a size of 1000x1000 pixels - 8.888 unique digital collectibles living on the Ethereum blockchain.,2021-09-11 21:20:00+00:00,2.0,12,10,False,2021-11-14 12:25:49+00:00,"Metaverse: #Metaverse »Why people are paying #realmoney for #virtualrealestate in #themetaverse: These #virtualproperties could be vacant parcels for #creators to build on, or structures that reflect #reallifeproperties and completely #originalcreations.« https://t.co/3OgiTO489t","['Metaverse', 'realmoney', 'virtualrealestate', 'themetaverse']",IFTTT,False
Metaverse,,The #Metaverse 🕹️ https://t.co/q56WSyF0NS 📲 https://t.co/x9BdkSKaSt in https://t.co/8IkhGDitJ1: #VirtualWorlds #VirtualReality #AugmentedReality https://t.co/BHUyFbvikb 🇩🇪 @MTVRSM,2007-08-07 09:55:11+00:00,17790.0,469,218,False,2021-11-14 12:20:01+00:00,"#Metaverse »Why people are paying #realmoney for #virtualrealestate in #themetaverse: These #virtualproperties could be vacant parcels for #creators to build on, or structures that reflect #reallifeproperties and completely #originalcreations.« https://t.co/AAVNenr5r3","['Metaverse', 'realmoney', 'virtualrealestate', 'themetaverse', 'virtualproperties']",Buffer,False
Simon 🦁 👑,London,"Love house music, crypto & nfts @lazylionsnft 🦁🦁🦁 👑",2021-08-19 16:05:21+00:00,542.0,594,2503,False,2021-11-14 12:07:57+00:00,@NFTShillMachine You want an NFT with awesome artwork and utility? Then look no further 🔥@dualworldfusion🔥 This unique NFT is only mining 1400 of these badass fusions. You will get ownership of a luxury apartment and land in the #Metaverse 🚀 Whitelist open 🔥 https://t.co/Hu4zSoAki2 🔥#NFTS 🚀 https://t.co/fCSrFZoycb,,Twitter for iPhone,False
Simon 🦁 👑,London,"Love house music, crypto & nfts @lazylionsnft 🦁🦁🦁 👑",2021-08-19 16:05:21+00:00,542.0,594,2503,False,2021-11-14 12:05:40+00:00,@Bakercrypt0 You want an NFT with awesome artwork and utility? Then look no further 🔥@dualworldfusion🔥 This unique NFT is only mining 1400 of these badass fusions. You will get ownership of a luxury apartment and land in the #Metaverse 🚀 Whitelist open 🔥 https://t.co/Hu4zSoAki2 🔥#NFTS 🚀 https://t.co/GYIM4z4qnH,,Twitter for iPhone,False
TCGCoin 2.0,,"TCG World - The largest #NFT #Metaverse on #BSC #TCG2  
https://t.co/JNlN0t5MQG 
Virtual Land on presale 👇",2021-05-06 05:00:52+00:00,6477.0,286,707,False,2021-11-14 12:00:53+00:00,"Here's a quick overview of virtual land prices after presale👇

Current Presale: Gold Plots 1 #BNB 
Available @ https://t.co/KJHJjKAx3k 🌏

#Metaverse #PlayToEarn #PlayToEarnGame #NFTCommunity #BSCS #NFTgame #NFTgaming #META #tcgworld #TCG2 https://t.co/tV1rMjIGTN",['BNB'],Twitter Web App,False
g€£¥π ¶° ¢@$ih@n💵💷 ♒♒🏺🏺 🍀,,"Hello all ❤️  😍  
 6⃣5⃣🎹 #Banditgang #ILYAngelQueen #DragFam @ID0N0I  #Aeslegit #AyyMG
🍀 🍀 mEGAWIN  2021 🍀 🍀 #Bainesygives",2015-01-12 03:26:48+00:00,830.0,5003,24734,False,2021-11-14 11:53:05+00:00,"@GidiOracle I buy a land here !!! #demeter
land sale has launched!
They are selling CBK land purchasable with stablecoin $DUSD!
Ends 18 Nov at 12:00(UTC)
https://t.co/bidRBXa5Eu
Don't miss out!!

#CryptoBlades #Metaverse #Crypto #NFTgame #P2EGAMING #DMT #stablecoins https://t.co/sMBOH5V0rM",['demeter'],Twitter Web App,False
WEB3COWBOY.ETH,Metaverse,"PFP Persona
Corporate career survivor, CSx2, #Blockchain Investor, Calculus Geek. Brute-Force Innovation #WEB3 #Bitcoin $ETH #NFT #OnChainGang",2008-05-18 21:09:54+00:00,1262.0,2535,19489,False,2021-11-14 11:46:05+00:00,This topic is glazed over quickly by the majority it seems. I suppose many are still trying to understand WTF a jpeg #nft is. It's okay I can wait for their arrival just like everything else. BTW @TheSandboxGame #metaverse land sales are still insane! Pays to #hodl for 2yrs. 😉🤠 https://t.co/PcUF5uHFqV,,Twitter Web App,False
g€£¥π ¶° ¢@$ih@n💵💷 ♒♒🏺🏺 🍀,,"Hello all ❤️  😍  
 6⃣5⃣🎹 #Banditgang #ILYAngelQueen #DragFam @ID0N0I  #Aeslegit #AyyMG
🍀 🍀 mEGAWIN  2021 🍀 🍀 #Bainesygives",2015-01-12 03:26:48+00:00,830.0,5003,24734,False,2021-11-14 11:33:56+00:00,"Hello guys ! check this out !
#demeter  land sale has launched!
We are selling CBK land purchasable with our stablecoin $DUSD!
Ends 18 Nov at 12:00(UTC)
https://t.co/bidRBXa5Eu
Don't miss out!!

#CryptoBlades #Metaverse #Crypto #NFTgame #P2EGAMING #DMT #stablecoins https://t.co/jmYc8fOZgb",['demeter'],Twitter Web App,False
CollectorX,,"Discord: https://t.co/ZUBPz1XHmk
Telegram: https://t.co/CVwXDTd6Rv
Website: https://t.co/CICBGg70cC
Medium:  https://t.co/erOLnXtUMK",2021-09-25 12:48:37+00:00,96.0,7,1,False,2021-11-14 11:31:07+00:00,"With the Metaverse having a huge couple of weeks, Somnium Space is making even bigger plans as it will have land offerings on both Ethereum and Solana for the first time.
@NFTPlazas #NFTs #NFT #Metaverse #Somnuim #NFTGaming #PlayToEarn
https://t.co/Y1vQzhrLfi https://t.co/kUMoq0SFNv",,Sendible,False
"JohnnyCrypto51 (🛸,🛸)",The Dark Metaverse,"Pay it forward 

$UFO Gaming Community  

Genesis UFOep #NFT coming soon!  

My $UFO bags packed, is yours?  #UFOarmy (NFA)",2021-10-04 02:12:56+00:00,368.0,1523,7977,False,2021-11-14 11:12:25+00:00,"$UFO Gaming  🛸 🎮 

@TheUFOtoken 

FIRST game - @SuperGalactic51

#P2E #Metaverse #Launchpad #NFTs #VirtualLand #GameFi #passiveincome #PvP https://t.co/Ecnv1KNRtH","['P2E', 'Metaverse', 'Launchpad', 'NFTs', 'VirtualLand']",Twitter Web App,False
Muhammad Sufian Asghar,,UX Designer in learning @iec_careers @GoogleUXDesign @coursera | Driven to create seamless user experiences | Crypto | NFT | Blockchain,2021-08-07 12:42:07+00:00,25.0,331,628,False,2021-11-14 10:16:16+00:00,"Metaverse is a place in time where we can control:

• Life
• Liberty
• Property

Crypto = Money of Metaverse
NFTs = All the ""stuff"" in metaverse
DAOs = Companies in the metaverse
Social Tokens = Compensating users for their engagement.

#metaverse #nft #crypto",,Twitter for Android,False
Simon 🦁 👑,London,"Love house music, crypto & nfts @lazylionsnft 🦁🦁🦁 👑",2021-08-19 16:05:21+00:00,542.0,594,2503,False,2021-11-14 10:13:09+00:00,@AlexxNFT You want an NFT with awesome artwork and utility? Then look no further 🔥@dualworldfusion🔥 This unique NFT is only mining 1400 of these badass fusions. You will get ownership of a luxury apartment and land in the #Metaverse 🚀 Whitelist open 🔥 https://t.co/Hu4zSoAki2 🔥#NFTS 🚀 https://t.co/ZFnNeJOXJD,,Twitter for iPhone,False
Michal Rosiak,Brisbane/Australia,artist/musician/crypto investor/NFT creator,2015-07-12 03:18:32+00:00,30.0,157,183,False,2021-11-14 09:43:40+00:00,I bought some land on @NextEarth_ #Metaverse #NFTs #nextearth,"['Metaverse', 'NFTs', 'nextearth']",Twitter Web App,False
Fahd,Cardano,I specialize in presenting CNFT projects to the community using the power of tweets.,2013-04-06 13:05:14+00:00,731.0,57,2960,False,2021-11-14 09:04:02+00:00,"WIP map of IGNIS, the Fire Planet 🔥 where the first land #CNFT sales are planned 👀

#MechVerse #Drop is live. 17₳ #mint 

🐦 @TheMechVerse 
🤖 https://t.co/kXJbQk8YZp
⚒️ https://t.co/WyVcTkajsN 💰

#CNFTCommunity #CNFTs #Cardano #ADA #Metaverse #GameFi https://t.co/azYy7AWqgg","['CNFT', 'MechVerse', 'Drop']",Twitter Web App,False
CryptoPan aka The King 👑,,"Account created on October 30, 2021 - Talking crypto - Not financial advice - For informational purposes only - Do your own research",2021-10-30 11:19:37+00:00,244.0,26,2261,False,2021-11-14 08:45:36+00:00,"#MANA will rule the #Metaverse

#Decentraland is a blockchain-based virtual reality platform where users get to buy, sell, and develop land, all while playing games, and interacting with each other. It is the biggest virtual universe in the #NFT space, known as #LAND 

#Meta","['MANA', 'Metaverse', 'Decentraland']",Twitter for iPad,False
"Whysoserious?⭕️(🎩,🎩)",Whysoserious,I am able to talk with the candles📈 Never trust a word i say cause its bs!,2020-04-24 18:30:50+00:00,185.0,377,689,False,2021-11-14 08:22:25+00:00,"Let the bidding war begin!! Didn’t know my piece of land was that interesting 🤷🏾‍♂️ (-42,44) #SandBox #Thesandbox $sand #NFTs #Metaverse https://t.co/37aG0U9N62","['SandBox', 'Thesandbox']",Twitter for iPhone,False
stark🌟,,,2021-07-16 18:06:27+00:00,23.0,186,1092,False,2021-11-14 08:18:46+00:00,"🚨#Demeter land sale is still on

We are selling CBK land purchasable with our stablecoin $DUSD!

📆Ends 18 Nov at 12:00(UTC)
🔗https://t.co/U8KjcYLm2r
Don't miss out!!

#CryptoBlades #Metaverse #Crypto #NFTgame #P2EGAMING #DMT #stablecoins https://t.co/2iuG94NHyy",['Demeter'],Twitter for Android,False
7 Days Space,,"Information for all about crypto!
#NFT generator.",2018-01-04 09:12:09+00:00,202.0,521,1769,False,2021-11-14 08:02:52+00:00,"There are only two #virtualland left on Bitcoin Bay in 
@AftermathIsland #Metaverse 🔥🔥🔥
Don't miss them!🌎🏝️🌏
#NFTCommunity #NFTcollection #nftcollector #NFTcollectibles #NFT #NFTGaming #AxieInfinity  #PlayToEarn #BinanceSmartChain #BinanceSmartChain 
https://t.co/R5redgP4wr","['virtualland', 'Metaverse']",Twitter Web App,False
7 Days Space,,"Information for all about crypto!
#NFT generator.",2018-01-04 09:12:09+00:00,202.0,521,1769,False,2021-11-14 08:01:18+00:00,"There are only two #virtualland left on Bitcoin Bay in @AftermathIsland #Metaverse 🔥🔥🔥
Don't miss them!🏝️
#NFTCommunity #NFTcollection #nftcollector #NFTcollectibles #NFT #NFTGaming #AxieInfinity  #PlayToEarn #VirtualReality #BinanceSmartChain #Binance
https://t.co/8AULIRhDFK","['virtualland', 'Metaverse']",Twitter Web App,False
⭐️🐱 Cat_on_Blockchain 🐱⭐️,,Fresh News on #NFT world. Follow us & Drop your NFT. DM for special $3 promo @CAT_Blockchain_. Or Adopt a Cat on Blockchain https://t.co/owhPoIecOZ,2021-10-22 21:05:36+00:00,567.0,8,61,False,2021-11-14 08:00:01+00:00,"Somnium Space Land Offering Brings Solana Into the Fold 

#Solana #Metaverse #cryptocurrecy #cryptocurrency #NFTs #NFT #NFTProject 

https://t.co/UAtNvraUOD","['Solana', 'Metaverse', 'cryptocurrecy', 'cryptocurrency', 'NFTs']",Twitter Web App,False
7 Days Space,,"Information for all about crypto!
#NFT generator.",2018-01-04 09:12:09+00:00,202.0,521,1769,False,2021-11-14 07:56:13+00:00,"@AftermathIsland @liquid_avatar Cyber Island 25 Plot Parcel 8
25 plots = 25 000 m2🔥🏝️🔥

#NFTCommunity #NFTcollection #nftcollector #NFTcollectibles #NFT @liquid_avatar #NFTGaming #NFTGames #AxieInfinity @AftermathIsland #Metaverse #PlayToEarn #VirtualReality #BinanceSmartChain #Binance
https://t.co/Ca6OPezkfQ",['NFTCommunity'],Twitter Web App,False
7 Days Space,,"Information for all about crypto!
#NFT generator.",2018-01-04 09:12:09+00:00,202.0,521,1769,False,2021-11-14 07:55:02+00:00,"@AftermathIsland @liquid_avatar Cyber Island 64 Plot Parcel 9
64 plots = 64 000 m2🌎🥰🌍

#NFTCommunity #NFTcollection #nftcollector #NFTcollectibles #NFT @liquid_avatar #NFTGaming #NFTGames #AxieInfinity @AftermathIsland #Metaverse #PlayToEarn #VirtualReality #BinanceSmartChain #Binance
https://t.co/CxRgUUV5QE","['NFTCommunity', 'NFTcollection']",Twitter Web App,False
7 Days Space,,"Information for all about crypto!
#NFT generator.",2018-01-04 09:12:09+00:00,202.0,521,1769,False,2021-11-14 07:53:54+00:00,"@AftermathIsland @liquid_avatar Cyber Island 100 Plot Parcel 8
100 plots = 100 000m2 🌏🏝️🌍
#NFTCommunity #NFTcollection #nftcollector  #NFT @liquid_avatar #NFTGaming #NFTGames #AxieInfinity @AftermathIsland #Metaverse #PlayToEarn #VirtualReality #BinanceSmartChain #BinanceSmartChain 
https://t.co/gFCACjq5EL",['NFTCommunity'],Twitter Web App,False
7 Days Space,,"Information for all about crypto!
#NFT generator.",2018-01-04 09:12:09+00:00,202.0,521,1769,False,2021-11-14 07:51:16+00:00,"@AftermathIsland @liquid_avatar Cyber Island 64 Plot Parcel 6
64 plots = 64 000 m2🔥🏝️🔥

#NFTCommunity #NFTcollection #nftcollector #NFTcollectibles #NFT @liquid_avatar #NFTGaming #NFTGames #AxieInfinity @AftermathIsland #Metaverse #PlayToEarn #VirtualReality #BinanceSmartChain #Binance
https://t.co/h7EQNW7aay",['NFTCommunity'],Twitter Web App,False
7 Days Space,,"Information for all about crypto!
#NFT generator.",2018-01-04 09:12:09+00:00,202.0,521,1769,False,2021-11-14 07:49:44+00:00,"Cyber Island 4 Plot Parcel 63
4 plots = 4 000 m2 🌍🏝️🌏

#NFTCommunity #NFTcollection #nftcollector #NFTcollectibles #NFT @liquid_avatar
#NFTGaming #NFTGames #AxieInfinity @AftermathIsland #Metaverse #PlayToEarn #VirtualReality #BinanceSmartChain #Binance

https://t.co/mM5WXbfVKT","['NFTCommunity', 'NFTcollection', 'nftcollector', 'NFTcollectibles']",Twitter Web App,False
7 Days Space,,"Information for all about crypto!
#NFT generator.",2018-01-04 09:12:09+00:00,202.0,521,1769,False,2021-11-14 07:47:33+00:00,"Cyber Island 64 Plot Parcel 5
64 plots = 64 000 m2 🥰🌍🌎

#NFTCommunity #NFTcollection #nftcollector #NFTcollectibles #NFT #investment @liquid_avatar
#NFTGaming #NFTGames #AxieInfinity @AftermathIsland #Metaverse #PlayToEarn #VirtualReality

https://t.co/rWqTYj22cR","['NFTCommunity', 'NFTcollection', 'nftcollector', 'NFTcollectibles']",Twitter Web App,False
7 Days Space,,"Information for all about crypto!
#NFT generator.",2018-01-04 09:12:09+00:00,202.0,521,1769,False,2021-11-14 07:45:24+00:00,"Cyber Island 4 Plot Parcel 55 😍
4 plots = 4 000 m2 🌏🏝️🌎

#NFTCommunity #NFTcollection #nftcollector #NFTcollectibles #NFT #investment @liquid_avatar
#NFTGaming #NFTGames #AxieInfinity @AftermathIsland #Metaverse #PlayToEarn #VirtualReality

https://t.co/0xPIif5B6g","['NFTCommunity', 'NFTcollection', 'nftcollector']",Twitter Web App,False
7 Days Space,,"Information for all about crypto!
#NFT generator.",2018-01-04 09:12:09+00:00,202.0,521,1769,False,2021-11-14 07:43:24+00:00,"There are only #seven #virtualland left around the⚓️in @AftermathIsland #Metaverse !🌏🏝️🥰
Hurry before someone grabs them! 🥳
#NFTCommunity #NFTcollection #nftcollector #NFTcollectibles #NFT @liquid_avatar
#NFTGaming #NFTGames #AxieInfinity #PlayToEarn 

https://t.co/h7EQNW7aay","['seven', 'virtualland', 'Metaverse']",Twitter Web App,False
Cat,Washington DC,Living in a tipsyworld https://t.co/0SqyGoeY7C,2008-11-17 21:58:19+00:00,364.0,288,5016,False,2021-11-14 07:21:00+00:00,"#metaverse for #adults 🔥🔥🔥
Are you ready?

#tipsylabs #Bitcoin
#BSCGem #bscgems #Blockchain #NFTs #cyber #ArtificialIntelligence #ArtificialCity #opensea #gambling #ArtificialIntelligence #VirtualReality #VirtualLand #virtualassistant https://t.co/uuqWtdfzXu","['metaverse', 'adults', 'tipsylabs', 'Bitcoin', 'BSCGem', 'bscgems', 'Blockchain', 'NFTs', 'cyber']",TweetDeck,False
pdiddy69,Thailand,"I likes cosplay anime manga token and NFT

Looking for anime/manga vibe NFTs.  

check out my land at  https://t.co/11RLmocW2a",2020-03-30 03:50:14+00:00,584.0,1015,2132,False,2021-11-14 07:20:11+00:00,"Sandbox land shilling #Sandbox #Metaverse #NFT 
@_wnd55

@animalparade1

@Nyan_F_T

@VsioS

DM/Comment/Like to shill your work here

Will be changing 2 of the work on Wednesday, so please DM in advance if you want to be on this from next sunday https://t.co/9ZolLogmRA","['Sandbox', 'Metaverse', 'NFT']",Twitter Web App,False
Metaverse#BonusProperty#PropertyYields#nft,UPLAND,"TWEETS FROM THIS ACCOUNT ARE NOT INVESTMENT ADVICE

INVEST AT YOUR OWN RISK",2017-01-04 22:43:14+00:00,834.0,1630,2298,False,2021-11-14 06:52:07+00:00,"Do you think metaverse is the next big thing?
Check out Upland, a virtual property trading game. If you use this link, Upland will award you with a bonus for your first purchase https://t.co/SQ1qpEiGUC

#Metaverse
#virtualproperty
#Bonus",,Twitter for Android,False
Paris Roussos,"Portland, Oregon",#notbannedyet,2009-04-30 04:15:47+00:00,7172.0,3353,358,False,2021-11-14 06:41:50+00:00,Big lack of scarcity in the MetaV if it goes vertical.  Will we buy land on virtual Mars? How about all that land in the nearby galaxy?  #metaverse,,Twitter Web App,False
Kaznachej,Bulgaria,"Your financial independence ➜ depends on your own decisions ❣ #HEX #HodL $HEX 🤑 #HexToOneDollar 

Telegram crypto chat: https://t.co/A9z8MVgW6Z",2016-09-16 12:56:39+00:00,1574.0,1138,10856,False,2021-11-14 06:14:46+00:00,"@WhaleInsider 🔥#ARCONA🔥 THE WORLD'S FIRST OPERATOR TO PROVIDE #AugmentedReality  CLOUD ACCESS ACROSS THE GLOBE 😎 #Metaverse #Meta 

📒@arconametaverse represents the X-Reality Universe merging together real and virtual worlds worldwide creating #AugmentedReality layer -  The #DigitalLand https://t.co/3W2RNXeiOt","['ARCONA', 'AugmentedReality']",Twitter for Android,False
Crypto Journey To $1M+,"New York, USA","Follow me as I try to grow my crypto portfolio from $1K to $1M+ I will share my successes, failures, and learnings",2021-01-17 10:11:27+00:00,24.0,155,117,False,2021-11-14 06:10:31+00:00,I don’t think buying expensive NFT land in decentraland or any other metaverse is a good idea right now because in future users will have a choice to move into any metaverse and I believe there will be no one metaverse winner. #decentraland #Crypto #Metaverse #NFTLand,,Twitter for iPhone,False
Degen Divers,the bikini bottom,"damn its hard to breath down here
and damn you're early :) but I hope you like utility",2021-11-14 04:28:37+00:00,17.0,12,16,False,2021-11-14 05:10:32+00:00,hello land people #NFTs #cryptotwitter #metaverse #degen #Crypto #nft #btc #ETH,"['NFTs', 'cryptotwitter', 'metaverse', 'degen', 'Crypto', 'nft', 'btc', 'ETH']",Twitter Web App,False
BigMonty,,I'm who I am.,2021-08-17 11:12:31+00:00,13.0,15,74,False,2021-11-14 04:37:12+00:00,"Every realtor will tell you, best place to sell land is where the population is.  Right now, #Roblox and #Facebook/ #meta have the #Population for their respective #Metaverse.  That's what makes #MANA so appealing, for #Decentraland.  Whoever owns $mana can drive the price!","['Roblox', 'Facebook']",Twitter Web App,False
LORD FTM 👻,Fantom Opera,"Follow me for $FTM News updates,#NFA #DYOR looking forward to get some original art for this handle now may be some NFT stuff of KONG and pepeF",2021-09-12 18:03:01+00:00,376.0,769,531,False,2021-11-14 04:35:55+00:00,"Hey @AlexxNFT look at the @8bitnostalgiart mate ….join us 

Only Gen0 Netizens can breed 

#NFT land owners get paid into taxes 

First #Metaverse on $FTM https://t.co/Wn1DVHsktU",['NFT'],Twitter for iPhone,False
BigMonty,,I'm who I am.,2021-08-17 11:12:31+00:00,13.0,15,74,False,2021-11-14 04:17:50+00:00,"If someone wants to stake some land for their #store, #casino, #weed, #farm in #Decentraland, #Metaverse, you have to purchase $mana.  If #Roblox or #Facebook/ #meta owns #mana, the value goes up as $mana gets purchased by retailers or corporations!","['store', 'casino', 'weed', 'farm', 'Decentraland', 'Metaverse']",Twitter Web App,False
The Crypto Tengu-AdaPunkz #SSOW,Sol 3,"Former 0311-0313 Marine. Investor of Silver & Crypto. Student of Philosophy, Liberty, Stoicism & War. Always time for hobbies. Be the hero you needed.@ADAPunkz",2013-05-09 17:25:45+00:00,463.0,711,21379,False,2021-11-14 03:11:15+00:00,@AndrewMease the bird man. Jamming to @category5music  @ChibiLabs land reveal party. #NFTs #Metaverse @decentraland https://t.co/RI4Jd5Hr4o,"['NFTs', 'Metaverse']",Twitter Web App,False
mentalmarketer,"Singapore, Singapore","Human experience architect. Experience Scientist, Economist. Interest: #InfiniteJourneys #metaverse. #Purpose= innovation & journeyscience. #XM=#XD+#XI",2008-06-28 12:18:39+00:00,1109.0,1218,47899,False,2021-11-14 02:30:24+00:00,The #metaverse is not a ‘place’ it’s a #FutureBack moment in time : life x liberty x property (#btc #crypto #DeFi)  #metacx #InfiniteJourneys #hcd #hxd #DesignThinking #cx #custserv,"['metaverse', 'FutureBack', 'btc', 'crypto', 'DeFi']",Twitter for iPhone,False
MetaCribs,,Learn how to flip NFT Real Estates in the Metaverse with  METACRIBS 💵🏠 Minting real soon,2021-06-27 22:53:49+00:00,7.0,57,75,False,2021-11-14 02:10:00+00:00,"3bds, 4bths #MetaCrib will be minted soon

#NFTRealEstate #NFTRealtor #RealEstate #NFT #NFTs #NFTGiveaway #NFTCommunity #Metaverse https://t.co/z0IW0aygDq","['MetaCrib', 'NFTRealEstate', 'NFTRealtor', 'RealEstate', 'NFT', 'NFTs', 'NFTGiveaway']",Twitter Web App,False
Cherry,,#nftcollector #NFTenthusiast,2021-08-27 02:40:31+00:00,558.0,651,6766,False,2021-11-14 02:00:46+00:00,"Anyone here involved in developing projects for the metaverse in general? Eg. Real estate in the meta. Think about how many people will need an agent to help them pick out their perfect plot of land, huge opportunities 👀👀 #Metaverse",,Twitter for iPhone,False
BigMonty,,I'm who I am.,2021-08-17 11:12:31+00:00,13.0,15,74,False,2021-11-14 02:00:11+00:00,"Will $mana land in the #Metaverse be like the real world?  Location, location is the key!  Need #MANA to purchase the prime location, #store front, to make lots of money!  I can see #meta or #Roblox acquiring #MANA for their metaverse world.  Who owns $mana, will always #bank!","['Metaverse', 'MANA']",Twitter Web App,False
₿obby ₿rajool,,"Here for a good time, not a long time #BTC #FlyEaglesFly #LeafsForever🏌️🏒🏈🇨🇦",2021-01-30 03:17:42+00:00,141.0,819,23106,False,2021-11-14 01:51:04+00:00,Hopped into the #METAVERSE for the first time tonight. Truly fascinating stuff… anyone want to sell me a plot of land 😝,['METAVERSE'],Twitter for iPhone,False
HrD facts,chennai,"Photographer, Image analyst, Colorist
 
~DGtl,Proximatte,STRAfsync~
 #SPACEcapture[#Depthmap]#matte

 
  ~aJourney2wrd OSCAR~https://t.co/3igABmKxeJ",2007-08-08 15:00:19+00:00,2564.0,2840,31338,False,2021-11-14 01:42:16+00:00,"@TheRealStanLee 🙏How #METaverse is real i fortunate to connect... Fact Apart from the essentials of a good story teller, #Mette is what part n parcel superman series..  Lives longer 5days compared to 20 n Overs",['METaverse'],TweetDeck,False
Azgots Glodvert,,"💥🚀
Head of Digital Assets - Gringotts Bank🪄Collector, invester and promoter🚀
Spoon feeding alpha to muggles -
Not a financial advisor 👾",2021-09-24 22:57:45+00:00,319.0,565,1762,False,2021-11-14 01:16:48+00:00,"💥🚀
Do ya'll know about Mars4? Passive income yielding NFT land plots of actual coordinates on Mars. This project is way cool! 
Apparently others agree.....
#meta #metaverse #passiveincome #yieldgeneratingnft https://t.co/EiUhPxzZB7",,Twitter for Android,False
Solamids,Solana Metaverse,"4941 Solamids destined for Metaverse waiting for their owners.

Discord: https://t.co/ICPU4cECBe
Medium: https://t.co/WYrKaQLhC8",2021-11-09 17:02:45+00:00,4318.0,13,3,False,2021-11-14 00:29:40+00:00,"We are Real Estate developers in the virtual life. Will you join us in our adventure? 😍

#solamids #nfts #nft #solana #Metaverse #realestate #solanaverse","['solamids', 'nfts', 'nft']",Twitter for iPhone,False
MetaCribs,,Learn how to flip NFT Real Estates in the Metaverse with  METACRIBS 💵🏠 Minting real soon,2021-06-27 22:53:49+00:00,7.0,57,75,False,2021-11-14 00:28:00+00:00,"Would you like to be a #NFTRealtor ?? Soon our #MetaCribs will be minted 

#NFTRealEstate #NFTRealtor #RealEstate #NFT #NFTs #NFTGiveaway #NFTCommunity #Metaverse","['NFTRealtor', 'MetaCribs', 'NFTRealEstate', 'NFTRealtor', 'RealEstate']",Twitter Web App,False
xeta 🍌✨🍕,Metaverse,"xeta.eth, BAYC #8043, Metaverse Land Baron, NFT photography on all platforms & Xeta + DCL: 99,88 / 100,77 / 25,74 / 55,103 / -60,-110 / 85,75 + GALA ✨",2021-03-29 03:34:15+00:00,3061.0,1086,3564,False,2021-11-14 00:19:43+00:00,"Offering the Xeta Key for the Xetaverse - From .1 - It includes exclusive benefits for holders down the road. You will want to have this for my land in the #metaverse.
#xetakey #nft #web3
https://t.co/7iblpr3iIo https://t.co/wHXh33Phni",,Twitter Web App,False
Sinan Erten,"Chicago, IL",Information Technology | Photography | #Bitcoin,2009-04-04 19:44:11+00:00,169.0,255,37504,False,2021-11-14 00:17:40+00:00,"""Metaverse is the latest interface for us to experience a place in time, where we control life, liberty and property"". Where "" $BTC and $ETH are the foundations of property and liberty"". 

Love this take on the #metaverse by @andreijikh!

https://t.co/z0r5yj7aEI",,Twitter Web App,False
gokhan.eth 🚀🧬💾🦇🔊,,"conceptual.

indie-researching on the emergent kulturwissenschaft through DAOs. longevity, media, literature, jazz. https://t.co/K9I8Gp40cv…",2019-04-23 18:55:03+00:00,3305.0,1448,24361,False,2021-11-14 00:09:14+00:00,"Listed my CryptoVoxels parcel at 2b Aurora Terrace for 2 ETH, which I will swap into $FWB Pro so as to join @FWBtweets Discord server. Tried to list in 100 FWB Pro on @ourZORA but it keeps giving error thereabouts.

#Metaverse #NFTs #DAOs 

https://t.co/0t3DebR6JI",,Twitter Web App,False
MetaCribs,,Learn how to flip NFT Real Estates in the Metaverse with  METACRIBS 💵🏠 Minting real soon,2021-06-27 22:53:49+00:00,7.0,57,75,False,2021-11-14 00:01:00+00:00,"More beautifuls #MetaCribs 

#NFTRealEstate #NFTRealtor #RealEstate #NFT #NFTs #NFTGiveaway #NFTCommunity #Metaverse https://t.co/6zOamUoCE4","['MetaCribs', 'NFTRealEstate', 'NFTRealtor', 'RealEstate', 'NFT', 'NFTs', 'NFTGiveaway', 'NFTCommunity', 'Metaverse']",Twitter Web App,False
Ben Williams,"Knoxville, TN",Tech n stuff 👨🏻‍🚀,2021-11-13 02:46:35+00:00,15.0,103,29,False,2021-11-13 23:52:11+00:00,Land prices in #Decentraland are very pricey. Cheapest parcel I saw earlier was over 3k #MANA Snagging some parcels is next on my to do list. #Metaverse #VirtualLand #CryptoAssets,"['Decentraland', 'MANA']",Twitter for iPhone,False
